patch,champion,win_rate,pick_rate,ban_rate,rank
15.14,Ezreal,47.63,10.46,3.48,73
15.14,Tristana,50.04,6.36,4.08,74
15.14,Wukong,51.08,3.75,1.21,75
15.14,Garen,51.24,6.24,3.74,76
15.14,Fizz,51.16,4.92,7.73,77
15.14,Kai'Sa,49.76,15.21,2.33,78
15.14,Nidalee,47.17,2.81,0.94,79
15.14,Leona,50.88,6.98,7.69,80
15.14,Lucian,49.6,9.96,9.59,81
15.14,Draven,48.71,2.89,10.61,82
15.14,Taliyah,48.4,1.75,0.36,83
15.14,Dr. Mundo,50.77,6.62,11.76,84
15.14,Lillia,50.07,3.51,2.72,85
15.14,Hwei,50.33,3.93,2.59,86
15.14,Cassiopeia,49.84,1.19,1.06,87
15.14,Talon,48.84,2.31,1.99,88
15.14,Karthus,48.03,1.43,0.72,89
15.14,Corki,47.85,1.45,0.35,90
15.14,Malzahar,52.25,7.82,15.56,91
15.14,Nautilus,49.17,9.21,12.69,92
15.14,Swain,49.78,3.8,2.74,93
15.14,Lee Sin,47.93,11.02,12.11,94
15.14,Kalista,45.89,0.9,0.3,95
15.14,Morgana,51.28,7.85,21.88,96
15.14,Elise,49.66,1.73,1.36,97
15.14,Yorick,51.67,5.27,16.61,98
15.14,Kindred,48.8,2.82,1.46,99
15.14,Neeko,48.65,2.96,1.82,100
15.14,Yunara,47.31,23.1,34.49,101
15.14,Varus,47.95,4.92,1.37,102
15.14,Renata Glasc,50.3,1.28,0.23,103
15.14,Caitlyn,49.87,15.24,20.1,104
15.14,Hecarim,47.77,2.83,1.57,105
15.14,Sylas,49.31,8.63,8.99,106
15.14,Rakan,49.42,3.95,0.43,107
15.14,Xayah,49.97,4.4,0.71,108
15.14,Annie,50.55,2.8,1.23,109
15.14,Cho'Gath,51.02,3.76,1.64,110
15.14,Xerath,50.66,3.88,8.35,111
15.14,Kayn,49.9,9.33,8.5,112
15.14,Senna,47.95,4.42,2.88,113
15.14,Ambessa,48.4,3.57,5.1,114
15.14,Akali,50.12,7.52,11.47,115
15.14,Jax,49.9,7.15,6.53,116
15.14,Veigar,51.59,5.61,2.72,117
15.14,LeBlanc,49.99,4.96,17.22,118
15.14,Malphite,51.71,6.0,9.0,119
15.14,Maokai,50.73,1.83,0.33,120
15.14,Shaco,49.07,6.32,39.9,121
15.14,Yasuo,50.0,10.19,22.42,122
15.14,Zac,48.61,2.63,1.24,123
15.14,Karma,49.77,6.09,3.19,124
15.14,Viktor,50.04,5.32,3.29,125
15.14,Twisted Fate,49.58,4.44,2.03,126
15.14,Shyvana,50.2,1.78,0.39,127
15.14,Orianna,48.81,4.75,0.94,128
15.14,Riven,47.75,2.9,1.3,129
15.14,Rengar,45.59,2.26,1.76,130
15.14,Pyke,48.68,6.51,15.5,131
15.14,Udyr,49.17,2.02,1.37,132
15.14,Camille,48.99,2.05,0.81,133
15.14,Brand,50.74,3.31,4.03,134
15.14,Graves,49.09,4.35,2.47,135
15.14,Aurelion Sol,50.84,2.2,0.96,136
15.14,Nasus,50.82,4.38,4.72,137
15.14,Qiyana,47.59,1.78,0.48,138
15.14,Rek'Sai,47.99,0.71,0.25,139
15.14,Gragas,48.8,2.34,0.84,140
15.14,Seraphine,49.34,4.86,1.23,141
15.14,Blitzcrank,49.47,5.75,15.94,142
15.14,Aatrox,49.04,7.51,9.67,143
15.14,Yuumi,48.73,5.71,6.21,144
15.14,Evelynn,49.21,2.63,2.36,145
15.14,Zoe,49.24,2.75,3.36,146
15.14,Jayce,47.64,3.2,2.51,147
15.14,Lissandra,50.33,2.46,1.27,148
15.14,Akshan,49.66,1.96,1.88,149
15.14,Vi,48.02,4.52,1.29,150
15.14,Gwen,47.63,3.43,4.18,151
15.14,Katarina,49.43,5.71,6.27,152
15.14,Tryndamere,49.79,2.74,2.13,153
15.14,Sejuani,48.64,2.51,0.42,154
15.14,Tahm Kench,49.4,3.25,3.02,155
15.14,Aurora,49.22,4.26,4.45,156
15.14,K'Sante,46.15,3.0,1.74,157
15.14,Illaoi,50.19,3.02,8.05,158
15.14,Skarner,43.56,0.78,0.4,159
15.14,Yone,48.2,6.69,6.65,160
15.14,Azir,47.58,3.47,0.7,161
15.14,Ryze,49.55,3.02,0.53,162
15.14,Darius,49.05,7.82,18.15,163
15.14,Rumble,46.7,1.51,0.44,164
15.14,Zed,48.45,7.47,26.64,165
15.14,Kassadin,49.96,1.82,1.11,166
15.14,Gangplank,49.26,3.04,2.23,167
15.14,Kled,49.59,2.08,1.03,168
15.14,Ahri,49.23,8.09,3.17,169
15.14,Mel,48.57,5.79,29.27,170
15.14,Gnar,48.44,2.44,0.66,171
