patch,champion,win_rate,pick_rate,ban_rate,rank
15.24,Kha'Zix,49.4,5.09,3.13,88
15.24,Xin Zhao,50.02,3.53,1.24,89
15.24,Cho'Gath,50.41,3.39,1.63,90
15.24,Maokai,51.34,1.92,0.28,91
15.24,Evelynn,50.33,2.33,1.99,92
15.24,Braum,51.12,4.91,2.99,93
15.24,Fiddlesticks,50.25,1.91,0.9,94
15.24,Caitlyn,49.17,16.94,19.16,95
15.24,Shen,49.67,2.69,0.55,96
15.24,Lulu,49.71,6.89,6.88,97
15.24,Zac,49.82,2.12,0.99,98
15.24,Zeri,48.63,2.82,0.27,99
15.24,Alistar,48.39,3.39,1.27,100
15.24,Mordekaiser,50.9,7.57,11.46,101
15.24,Kalista,47.55,1.42,0.37,102
15.24,Rammus,52.56,1.74,3.82,103
15.24,Garen,51.14,8.54,5.93,104
15.24,Lissandra,50.42,2.31,1.17,105
15.24,Varus,46.42,4.08,1.01,106
15.24,Rell,49.32,2.6,0.92,107
15.24,Hwei,49.68,3.12,2.04,108
15.24,Rumble,48.07,1.64,0.53,109
15.24,Kindred,49.67,2.57,1.15,110
15.24,Shaco,49.26,4.52,30.2,111
15.24,Viktor,50.78,6.9,2.53,112
15.24,Pyke,48.61,6.72,16.71,113
15.24,Ambessa,47.46,4.11,5.99,114
15.24,Nidalee,48.03,2.37,1.27,115
15.24,Neeko,48.17,3.75,2.6,116
15.24,Seraphine,49.91,6.28,1.46,117
15.24,Illaoi,50.88,2.99,6.95,118
15.24,Jax,49.09,6.05,12.23,119
15.24,Malzahar,51.89,7.26,14.33,120
15.24,Hecarim,48.68,2.03,1.02,121
15.24,Nasus,50.5,4.48,3.39,122
15.24,Volibear,50.35,2.71,2.93,123
15.24,Rakan,49.34,3.18,0.35,124
15.24,Master Yi,49.71,7.68,15.59,125
15.24,Quinn,48.82,1.66,2.21,126
15.24,Taliyah,48.22,1.48,0.26,127
15.24,Shyvana,51.0,1.21,0.24,128
15.24,Aurelion Sol,50.14,2.21,0.83,129
15.24,Blitzcrank,49.35,6.34,16.39,130
15.24,Rengar,46.28,3.71,3.41,131
15.24,Ornn,50.1,2.65,0.46,132
15.24,Karthus,47.52,1.32,0.69,133
15.24,Fizz,51.16,5.65,9.0,134
15.24,Renata Glasc,50.68,0.95,0.21,135
15.24,Orianna,47.94,5.6,1.99,136
15.24,Nautilus,49.44,10.04,12.18,137
15.24,Nocturne,50.11,4.83,6.75,138
15.24,Jayce,48.33,3.38,2.41,139
15.24,Zoe,48.03,3.39,3.46,140
15.24,Skarner,47.05,0.59,0.19,141
15.24,Gwen,49.03,3.49,2.9,142
15.24,Pantheon,49.44,3.93,2.88,143
15.24,K'Sante,46.64,2.89,1.59,144
15.24,Tryndamere,48.96,2.76,1.78,145
15.24,Lux,49.81,11.12,11.85,146
15.24,Renekton,49.5,4.62,2.81,147
15.24,Udyr,49.14,1.47,0.67,148
15.24,Galio,49.79,3.64,2.15,149
15.24,Aatrox,48.67,6.59,11.59,150
15.24,Camille,48.17,2.02,0.67,151
15.24,LeBlanc,49.61,4.65,17.53,152
15.24,Gangplank,48.96,2.73,1.3,153
15.24,Akali,49.73,8.2,11.31,154
15.24,Senna,48.66,3.96,0.73,155
15.24,Cassiopeia,49.56,1.77,1.38,156
15.24,Sejuani,48.85,2.77,0.48,157
15.24,Tahm Kench,49.56,2.85,2.38,158
15.24,Twisted Fate,49.74,2.76,0.42,159
15.24,Darius,48.84,8.18,16.73,160
15.24,Zed,47.32,6.4,21.5,161
15.24,Vi,47.89,2.95,0.64,162
15.24,Mel,47.26,9.0,52.7,163
15.24,Ryze,49.14,2.95,0.54,164
15.24,Gnar,49.02,2.54,0.63,165
15.24,Yuumi,46.77,4.19,4.42,166
15.24,Gragas,47.63,1.58,0.53,167
15.24,Yone,48.95,7.29,5.84,168
15.24,Aurora,48.15,2.21,2.22,169
15.24,Annie,49.43,1.23,0.51,170
15.24,Azir,45.71,2.25,0.51,171
